host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,estimated_occupancy_l365d,instant_bookable,last_scraped_days_since,host_since_days_since,first_review_days_since,last_review_days_since,host_verifications_email,host_verifications_phone,host_verifications_work_email,amenities_Air conditioning,amenities_Bathtub,amenities_Bed linens,amenities_Body soap,amenities_Carbon monoxide alarm,amenities_Cleaning products,amenities_Coffee,amenities_Coffee maker,amenities_Conditioner,amenities_Cooking basics,amenities_Dedicated workspace,amenities_Dining table,amenities_Dishes and silverware,amenities_Dishwasher,amenities_Dryer,amenities_Essentials,amenities_Exterior security cameras on property,amenities_Extra pillows and blankets,amenities_Fire extinguisher,amenities_First aid kit,amenities_Free parking on premises,amenities_Free street parking,amenities_Freezer,amenities_Hair dryer,amenities_Hangers,amenities_Heating,amenities_Hot water,amenities_Hot water kettle,amenities_Iron,amenities_Kitchen,amenities_Long term stays allowed,amenities_Luggage dropoff allowed,amenities_Microwave,amenities_Outdoor dining area,amenities_Outdoor furniture,amenities_Oven,amenities_Pets allowed,amenities_Private entrance,amenities_Refrigerator,amenities_Room-darkening shades,amenities_Self check-in,amenities_Shampoo,amenities_Shower gel,amenities_Smoke alarm,amenities_Stove,amenities_TV,amenities_Toaster,amenities_Washer,amenities_Wifi,amenities_Wine glasses,property_type_Entire guest suite,property_type_Entire guesthouse,property_type_Entire home,property_type_Entire rental unit,property_type_Other,property_type_Private room in home,property_type_Private room in rental unit,property_type_Room in hotel,room_type_Hotel room,room_type_Private room,room_type_Shared room
1.0,1.0,1.0,1.0,1.0,2.0,1.0,34.09365725,-118.4354506,4.0,2.5,2.0,2.0,933.0,3.0,30.0,3.0,3.0,30.0,30.0,3.0,30.0,24.0,0.0,610,-4450.0,-4187,343,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
0.0,1.0,0.57,1.0,3.0,14.0,1.0,40.68461,-73.98984,6.0,2.0,3.0,6.0,575.0,30.0,0.0,30.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,640,-4366.0,-123,-123,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
3.0,1.0,0.57,0.0,1.0,2.0,1.0,34.10235,-118.30174,2.0,1.0,1.0,0.0,0.0,30.0,60.0,30.0,30.0,60.0,60.0,30.0,60.0,0.0,0.0,611,-2533.0,-1994,-1787,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
0.0,1.0,0.25,0.0,3.0,30.0,1.0,40.73371,-74.00787,5.0,1.0,2.0,1.0,356.0,30.0,365.0,30.0,30.0,365.0,365.0,30.0,365.0,0.0,0.0,640,-2468.0,-2049,-912,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0.0,0.97,1.0,0.0,2.0,2.0,1.0,40.67111,-73.76824,2.0,1.0,1.0,2.0,301.0,30.0,31.0,30.0,30.0,0.0,0.0,30.0,0.0,0.0,1.0,639,-3775.0,-3556,-1554,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2.0,0.75,0.5,0.0,1.0,1.0,1.0,33.99011,-118.44398,2.0,1.5,1.0,1.0,178.0,30.0,30.0,30.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,611,-3359.0,-853,213,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3.0,0.0,0.0,0.0,4.0,6.0,1.0,40.79965,-73.93905,4.0,1.0,1.0,0.0,0.0,30.0,31.0,30.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,640,-3658.0,-1927,-1825,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0.0,1.0,0.97,0.0,60.0,78.0,1.0,34.06680674,-118.1113925,2.0,1.0,1.0,1.0,141.0,3.0,365.0,1.0,3.0,365.0,365.0,3.0,365.0,102.0,0.0,610,-2586.0,474,592,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
0.0,1.0,1.0,1.0,1.0,1.0,1.0,40.72979,-73.95895,2.0,1.0,1.0,1.0,276.0,2.0,28.0,2.0,2.0,0.0,0.0,2.0,0.0,255.0,1.0,640,-2151.0,461,622,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1.0,1.0,0.9,0.0,1.0,1.0,1.0,33.97041,-118.36519,2.0,1.0,1.0,1.0,112.0,31.0,60.0,31.0,31.0,0.0,0.0,31.0,0.0,0.0,0.0,610,-3082.0,-890,-657,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0
2.0,1.0,0.67,0.0,1.0,1.0,1.0,40.73362,-74.00168,2.0,1.0,1.0,1.0,315.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0.0,0.0,640,-4394.0,-590,-171,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
0.0,0.97,1.0,0.0,1.0,1.0,1.0,40.77641,-73.92013,2.0,1.0,1.0,0.0,0.0,365.0,0.0,365.0,365.0,0.0,0.0,365.0,0.0,0.0,0.0,640,-3600.0,-387,-178,1,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
0.0,1.0,1.0,0.0,2.0,2.0,1.0,40.68413,-73.94266,2.0,1.0,1.0,1.0,218.0,3.0,365.0,3.0,3.0,0.0,0.0,3.0,0.0,255.0,0.0,640,-4305.0,-3522,629,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0.0,1.0,0.91,0.0,4.0,6.0,1.0,40.66799,-73.7831,2.0,1.0,1.0,1.0,88.0,30.0,40.0,30.0,30.0,40.0,40.0,30.0,40.0,0.0,0.0,640,-1834.0,-1711,-68,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1.0,1.0,0.71,1.0,1.0,1.0,1.0,34.13552,-118.82711,1.0,1.0,1.0,1.0,105.0,2.0,7.0,2.0,2.0,7.0,7.0,2.0,7.0,78.0,0.0,610,-2830.0,-95,591,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0
0.0,1.0,0.98,1.0,27.0,39.0,1.0,33.9435645,-118.0999064,10.0,3.0,4.0,5.0,285.0,2.0,30.0,2.0,2.0,0.0,0.0,2.0,0.0,126.0,0.0,610,-3693.0,-118,591,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1.0,0.83,1.0,0.0,3.0,3.0,1.0,40.75889,-73.92843,1.0,2.0,1.0,1.0,54.0,30.0,0.0,30.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,640,-1619.0,-1577,243,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0
0.0,0.9,0.96,1.0,6.0,6.0,1.0,40.71113363,-73.96398822,2.0,1.0,1.0,2.0,187.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,255.0,0.0,640,-2116.0,-486,631,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
2.0,1.0,0.38,0.0,1.0,3.0,1.0,40.72627,-73.99147,3.0,1.0,0.0,0.0,0.0,30.0,0.0,30.0,30.0,0.0,0.0,30.0,0.0,0.0,1.0,640,-3994.0,-3403,-3403,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
0.0,1.0,0.78,1.0,1.0,1.0,0.0,40.6794,-73.8791,2.0,1.0,1.0,0.0,0.0,3.0,29.0,3.0,3.0,29.0,29.0,3.0,29.0,255.0,0.0,640,-618.0,97,638,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
3.0,0.0,0.0,0.0,4.0,7.0,1.0,40.62913775,-74.13560083,2.0,2.0,3.0,3.0,201.0,2.0,365.0,2.0,2.0,365.0,365.0,2.0,365.0,0.0,0.0,639,-2887.0,241,241,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1.0,0.9,0.33,1.0,2.0,2.0,1.0,40.6815,-73.99842,2.0,1.0,1.0,1.0,257.0,30.0,50.0,30.0,30.0,50.0,50.0,30.0,50.0,180.0,0.0,640,-2850.0,-1156,566,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
0.0,1.0,0.88,0.0,5.0,9.0,1.0,34.0537,-118.45007,2.0,1.0,1.0,1.0,135.0,1.0,365.0,1.0,1.0,365.0,365.0,1.0,365.0,162.0,0.0,611,-1792.0,298,591,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0.0,0.99,1.0,0.0,1.0,1.0,1.0,40.60504,-73.75733,2.0,1.0,0.0,0.0,0.0,30.0,90.0,30.0,30.0,90.0,90.0,30.0,90.0,0.0,0.0,640,-1615.0,-1570,-1412,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
0.0,1.0,0.98,1.0,5.0,5.0,1.0,34.00451,-118.23234,8.0,3.0,3.0,3.0,152.0,1.0,365.0,1.0,3.0,365.0,365.0,2.2,365.0,102.0,0.0,610,-2804.0,440,590,1,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
0.0,0.89,0.68,1.0,7.0,10.0,1.0,34.10079956,-118.3537292,2.0,1.0,1.0,1.0,80.0,30.0,365.0,30.0,30.0,365.0,365.0,30.0,365.0,180.0,0.0,610,-3749.0,140,539,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
0.0,1.0,1.0,1.0,1.0,1.0,1.0,34.16503525,-118.6043472,10.0,2.5,3.0,5.0,219.0,2.0,28.0,1.0,2.0,28.0,28.0,2.0,28.0,234.0,0.0,610,-868.0,-838,600,1,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
0.0,1.0,0.99,1.0,5.0,8.0,1.0,34.09427,-118.15293,2.0,1.0,0.0,1.0,98.0,1.0,28.0,1.0,1.0,28.0,28.0,1.0,28.0,255.0,0.0,610,-2989.0,-1168,598,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1.0,0.96,0.94,0.0,3.0,4.0,1.0,40.70884354,-73.96542906,2.0,1.0,1.0,1.0,85.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,255.0,0.0,640,-3092.0,-2473,627,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
1.0,1.0,0.78,0.0,2.0,6.0,1.0,40.80651,-73.94809,2.0,1.0,1.0,1.0,172.0,3.0,90.0,1.0,3.0,90.0,90.0,3.0,90.0,255.0,0.0,640,-5083.0,-2637,615,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0
1.0,1.0,0.93,1.0,1.0,1.0,1.0,40.63030296,-73.92189639,2.0,1.0,1.0,1.0,170.0,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,128.0,0.0,639,-389.0,-246,629,1,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
0.0,1.0,0.33,0.0,1.0,5.0,1.0,40.77188,-73.95345,2.0,1.0,1.0,1.0,120.0,30.0,365.0,30.0,30.0,365.0,365.0,30.0,365.0,60.0,0.0,640,-4072.0,-826,292,1,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
3.0,1.0,0.97,0.0,1.0,2.0,1.0,40.61752,-74.03288,2.0,1.0,0.0,0.0,0.0,30.0,0.0,30.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,640,-1507.0,-1478,-1391,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2.0,0.5,0.5,0.0,1.0,2.0,1.0,34.09282,-118.35718,4.0,2.0,2.0,2.0,306.0,30.0,0.0,30.0,30.0,0.0,0.0,30.0,0.0,60.0,0.0,611,-2508.0,504,504,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
0.0,1.0,1.0,0.0,1.0,2.0,1.0,34.08196,-118.36257,4.0,1.0,2.0,0.0,0.0,30.0,0.0,30.0,30.0,0.0,0.0,30.0,0.0,0.0,1.0,611,-2348.0,-2271,-2255,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2.0,0.9,1.0,1.0,1.0,1.0,1.0,40.75724,-73.926,4.0,1.0,1.0,3.0,234.0,3.0,365.0,3.0,3.0,365.0,365.0,3.0,365.0,255.0,1.0,640,213.0,434,620,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
0.0,0.9,0.9,1.0,14.0,15.0,1.0,34.6812349,-118.0970881,1.0,2.0,1.0,1.0,40.0,1.0,365.0,1.0,1.0,365.0,365.0,1.0,365.0,30.0,0.0,610,-1486.0,172,541,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
1.0,1.0,1.0,0.0,6.0,19.0,1.0,33.97074,-118.36855,2.0,1.0,1.0,1.0,168.0,31.0,365.0,31.0,31.0,0.0,0.0,31.0,0.0,0.0,1.0,610,-1939.0,-520,-470,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
0.0,1.0,1.0,0.0,45.0,77.0,1.0,34.01334,-118.49273,5.0,2.0,2.0,3.0,235.0,2.0,365.0,1.0,2.0,0.0,0.0,2.0,0.0,18.0,1.0,611,171.0,435,548,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
0.0,1.0,1.0,1.0,1.0,1.0,0.0,34.29918,-118.37705,13.0,4.0,6.0,6.0,378.0,1.0,365.0,1.0,1.0,365.0,365.0,1.0,365.0,255.0,1.0,610,-3.0,20,594,0,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
0.0,0.92,0.9,1.0,2.0,2.0,1.0,34.67269,-118.06797,1.0,1.5,1.0,1.0,36.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,96.0,0.0,610,-1496.0,-150,597,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.0,1.0,1.0,0.0,1.0,12.0,1.0,34.23934939,-118.5480492,5.0,2.0,2.0,2.0,250.0,31.0,365.0,31.0,31.0,365.0,365.0,31.0,365.0,0.0,1.0,610,-68.0,48,48,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
0.0,1.0,0.67,0.0,11.0,13.0,1.0,40.78207,-73.98001,2.0,1.0,1.0,1.0,0.0,1.0,28.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,640,-1522.0,-43,-43,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
0.0,1.0,0.99,0.0,1.0,1.0,1.0,33.75931,-118.12546,2.0,1.0,1.0,1.0,105.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,216.0,0.0,610,-3017.0,-2731,518,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0
0.0,1.0,0.87,1.0,10.0,14.0,1.0,34.09236769,-118.3456958,4.0,1.0,1.0,3.0,120.0,3.0,365.0,1.0,3.0,365.0,365.0,3.0,365.0,96.0,0.0,611,-3729.0,466,603,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
0.0,1.0,0.97,0.0,1.0,4.0,1.0,40.80866,-73.92069,1.0,1.0,1.0,0.0,0.0,30.0,0.0,30.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,640,-4541.0,-3143,-2319,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
3.0,1.0,1.0,0.0,1.0,1.0,1.0,40.70956,-73.94896,2.0,1.0,0.0,0.0,0.0,30.0,31.0,30.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,640,-2142.0,-1429,-1346,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
0.0,1.0,1.0,0.0,9.0,29.0,1.0,34.09422,-118.34455,5.0,2.0,2.0,2.0,261.0,1.0,365.0,1.0,1.0,365.0,365.0,1.0,365.0,6.0,1.0,611,-1904.0,360,360,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
0.0,1.0,1.0,1.0,9.0,9.0,1.0,40.57877,-73.96417,2.0,1.0,0.0,3.0,80.0,30.0,90.0,30.0,30.0,0.0,0.0,30.0,0.0,60.0,1.0,640,-1087.0,-975,305,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.95,0.96,0.0,5.0,8.0,1.0,34.05589447,-118.1874603,2.0,1.0,1.0,2.0,115.0,2.0,365.0,2.0,2.0,365.0,365.0,2.0,365.0,12.0,0.0,610,-574.0,580,585,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0.0,1.0,1.0,0.0,4.0,6.0,0.0,33.9459,-118.36254,16.0,2.0,3.0,6.0,162.0,31.0,365.0,31.0,31.0,0.0,0.0,31.0,0.0,124.0,0.0,610,-1173.0,-1164,594,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0.0,1.0,1.0,0.0,1.0,1.0,1.0,33.77582321,-118.1880594,2.0,1.0,1.0,1.0,80.0,31.0,0.0,31.0,31.0,0.0,0.0,31.0,0.0,62.0,1.0,610,-3496.0,498,498,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
0.0,1.0,0.84,1.0,63.0,124.0,1.0,40.740551,-73.998917,2.0,1.0,0.0,1.0,150.0,30.0,365.0,30.0,30.0,365.0,365.0,30.0,365.0,120.0,0.0,640,-2529.0,-579,500,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0.0,0.97,0.94,0.0,25.0,43.0,1.0,33.8424918,-118.3867652,2.0,1.0,1.0,1.0,135.0,1.0,365.0,1.0,1.0,365.0,365.0,1.0,365.0,12.0,0.0,610,539.0,570,574,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
